ID	GeneSymbol	Description	log2FC	AdjPValue
ENSMUSG00000026753.5	Ppp6c	protein phosphatase 6, catalytic subunit [Source:MGI Symbol;Acc:MGI:1915107]	-0.218796231	0.266479686
ENSMUSG00000046269.16	Usp27x	ubiquitin specific peptidase 27, X chromosome [Source:MGI Symbol;Acc:MGI:1859645]	0.912357347	0.266479686
ENSMUSG00000039217.13	Il18	interleukin 18 [Source:MGI Symbol;Acc:MGI:107936]	1.241743773	0.266604547
ENSMUSG00000021368.15	Tbc1d7	TBC1 domain family, member 7 [Source:MGI Symbol;Acc:MGI:1914296]	0.299108315	0.266652965
ENSMUSG00000062300.14	Nectin2	nectin cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97822]	0.300051881	0.266676258
ENSMUSG00000096346.1	Gm22887	predicted gene, 22887 [Source:MGI Symbol;Acc:MGI:5452664]	1.951226501	0.266676258
ENSMUSG00000051234.6	Rnf7	ring finger protein 7 [Source:MGI Symbol;Acc:MGI:1337096]	-0.234828599	0.267216398
ENSMUSG00000095134.2	Mid1-ps1	midline 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:5780070]	1.619053769	0.267216398
ENSMUSG00000044434.5	Gm9791	predicted pseudogene 9791 [Source:MGI Symbol;Acc:MGI:3642317]	0.855178377	0.267239058
ENSMUSG00000030942.8	Thumpd1	THUMP domain containing 1 [Source:MGI Symbol;Acc:MGI:2444479]	0.27788793	0.267267928
ENSMUSG00000066643.12	Wdr35	WD repeat domain 35 [Source:MGI Symbol;Acc:MGI:1921932]	0.270774773	0.267467167
ENSMUSG00000077212.1	Snord69	small nucleolar RNA, C/D box 69 [Source:MGI Symbol;Acc:MGI:3819551]	1.792369016	0.267554549
ENSMUSG00000034758.12	Tle6	transducin-like enhancer of split 6 [Source:MGI Symbol;Acc:MGI:2149593]	0.3648827	0.267916531
ENSMUSG00000103164.1	Gm38150	predicted gene, 38150 [Source:MGI Symbol;Acc:MGI:5611378]	-1.487013809	0.267916531
ENSMUSG00000107696.1	Gm44171	predicted gene, 44171 [Source:MGI Symbol;Acc:MGI:5690563]	1.760202029	0.267916531
ENSMUSG00000030844.11	Rgs10	regulator of G-protein signalling 10 [Source:MGI Symbol;Acc:MGI:1915115]	0.436058703	0.268039772
ENSMUSG00000086287.1	Gm15972	predicted gene 15972 [Source:MGI Symbol;Acc:MGI:3801965]	-0.862094545	0.268222598
ENSMUSG00000031967.15	Afg3l1	AFG3-like AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1928277]	0.270373667	0.268315755
ENSMUSG00000064127.13	Med14	mediator complex subunit 14 [Source:MGI Symbol;Acc:MGI:1349442]	0.21245039	0.268470571
ENSMUSG00000044694.2	2010007H06Rik	RIKEN cDNA 2010007H06 gene [Source:MGI Symbol;Acc:MGI:1917099]	-0.776528977	0.268485389
ENSMUSG00000089671.1	Gm16537	predicted gene 16537 [Source:MGI Symbol;Acc:MGI:4414957]	-0.784007803	0.268589226
ENSMUSG00000103039.1	Gm37123	predicted gene, 37123 [Source:MGI Symbol;Acc:MGI:5610351]	-0.558956035	0.268589226
ENSMUSG00000003411.10	Rab3b	RAB3B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1917158]	1.523128474	0.268852498
ENSMUSG00000025369.15	Smarcc2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2 [Source:MGI Symbol;Acc:MGI:1915344]	-0.215972789	0.268885691
ENSMUSG00000025270.13	Alas2	aminolevulinic acid synthase 2, erythroid [Source:MGI Symbol;Acc:MGI:87990]	1.969713232	0.269013092
ENSMUSG00000037995.15	Igsf9	immunoglobulin superfamily, member 9 [Source:MGI Symbol;Acc:MGI:2135283]	0.750264946	0.269013092
ENSMUSG00000103227.1	Gm37733	predicted gene, 37733 [Source:MGI Symbol;Acc:MGI:5610961]	-0.680230522	0.269013092
ENSMUSG00000078161.8	Erich3	glutamate rich 3 [Source:MGI Symbol;Acc:MGI:1919095]	-0.946614891	0.269197185
ENSMUSG00000097061.2	9330151L19Rik	RIKEN cDNA 9330151L19 gene [Source:MGI Symbol;Acc:MGI:3041168]	-0.367632235	0.269197185
ENSMUSG00000078878.9	Gm14305	predicted gene 14305 [Source:MGI Symbol;Acc:MGI:3709632]	-0.436508661	0.269211208
ENSMUSG00000060568.14	Fam78b	family with sequence similarity 78, member B [Source:MGI Symbol;Acc:MGI:2443050]	-0.507234106	0.269245358
ENSMUSG00000021065.16	Fut8	fucosyltransferase 8 [Source:MGI Symbol;Acc:MGI:1858901]	-0.256398583	0.269369073
ENSMUSG00000040140.14	Tdrd6	tudor domain containing 6 [Source:MGI Symbol;Acc:MGI:2679727]	1.773864033	0.269369073
ENSMUSG00000030468.12	Siglecg	sialic acid binding Ig-like lectin G [Source:MGI Symbol;Acc:MGI:2443630]	1.56598346	0.269630783
ENSMUSG00000041528.15	Rnf123	ring finger protein 123 [Source:MGI Symbol;Acc:MGI:2148796]	-0.23319645	0.269654016
ENSMUSG00000105199.1	Gm43581	predicted gene 43581 [Source:MGI Symbol;Acc:MGI:5663718]	-0.398598733	0.269654016
ENSMUSG00000112071.1	CT010463.1		1.65499708	0.269698148
ENSMUSG00000015804.14	Med28	mediator complex subunit 28 [Source:MGI Symbol;Acc:MGI:1914249]	-0.259362033	0.269713409
ENSMUSG00000030647.8	Ndufc2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2 [Source:MGI Symbol;Acc:MGI:1344370]	-0.298738949	0.269782476
ENSMUSG00000041961.14	Znrf3	zinc and ring finger 3 [Source:MGI Symbol;Acc:MGI:3039616]	-0.306211109	0.269782476
ENSMUSG00000045917.17	Tmem268	transmembrane protein 268 [Source:MGI Symbol;Acc:MGI:1913920]	-0.383037893	0.269782476
ENSMUSG00000047909.11	Ankrd16	ankyrin repeat domain 16 [Source:MGI Symbol;Acc:MGI:2444796]	0.273988378	0.270066242
ENSMUSG00000097062.1	Gm17586	predicted gene, 17586 [Source:MGI Symbol;Acc:MGI:4937220]	0.773597524	0.270066242
ENSMUSG00000104583.1	Gm42701	predicted gene 42701 [Source:MGI Symbol;Acc:MGI:5662838]	-0.662138175	0.270066242
ENSMUSG00000036980.13	Taf6	TATA-box binding protein associated factor 6 [Source:MGI Symbol;Acc:MGI:109129]	-0.247548407	0.270272841
ENSMUSG00000054309.9	Cpsf3	cleavage and polyadenylation specificity factor 3 [Source:MGI Symbol;Acc:MGI:1859328]	0.201570505	0.27027936
ENSMUSG00000003923.14	Tfam	transcription factor A, mitochondrial [Source:MGI Symbol;Acc:MGI:107810]	-0.324092195	0.27033486
ENSMUSG00000024678.6	Ms4a4d	membrane-spanning 4-domains, subfamily A, member 4D [Source:MGI Symbol;Acc:MGI:1913857]	-0.367036766	0.270654489
ENSMUSG00000035835.14	Plppr3	phospholipid phosphatase related 3 [Source:MGI Symbol;Acc:MGI:2388640]	1.581670018	0.270718708
ENSMUSG00000032387.15	Rbpms2	RNA binding protein with multiple splicing 2 [Source:MGI Symbol;Acc:MGI:1919223]	0.302474866	0.270756738
ENSMUSG00000036825.12	Ssx2ip	synovial sarcoma, X 2 interacting protein [Source:MGI Symbol;Acc:MGI:2139150]	-0.266631089	0.270765368
ENSMUSG00000031774.8	Fam192a	family with sequence similarity 192, member A [Source:MGI Symbol;Acc:MGI:1919637]	0.25187332	0.270798406
ENSMUSG00000072653.13	Zfp783	zinc finger protein 783 [Source:MGI Symbol;Acc:MGI:3040704]	0.690561938	0.270891746
ENSMUSG00000081723.1	Gm15931	predicted gene 15931 [Source:MGI Symbol;Acc:MGI:3805553]	0.875399527	0.270891746
ENSMUSG00000106607.1	Gm43178	predicted gene 43178 [Source:MGI Symbol;Acc:MGI:5663315]	-0.751317272	0.270891746
ENSMUSG00000026781.15	Acbd5	acyl-Coenzyme A binding domain containing 5 [Source:MGI Symbol;Acc:MGI:1921409]	0.254333239	0.270991984
ENSMUSG00000037649.9	H2-DMa	histocompatibility 2, class II, locus DMa [Source:MGI Symbol;Acc:MGI:95921]	0.605062639	0.270991984
ENSMUSG00000032040.15	Dcps	decapping enzyme, scavenger [Source:MGI Symbol;Acc:MGI:1916555]	-0.331478526	0.271006603
ENSMUSG00000020745.15	Pafah1b1	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1 [Source:MGI Symbol;Acc:MGI:109520]	-0.209194315	0.271186389
ENSMUSG00000035399.12	Oser1	oxidative stress responsive serine rich 1 [Source:MGI Symbol;Acc:MGI:1913930]	-0.337941656	0.271186389
ENSMUSG00000046675.7	Tmem251	transmembrane protein 251 [Source:MGI Symbol;Acc:MGI:2443862]	0.335056801	0.271186389
ENSMUSG00000028078.14	Dclk2	doublecortin-like kinase 2 [Source:MGI Symbol;Acc:MGI:1918012]	0.447677799	0.271204157
ENSMUSG00000063428.8	Ddo	D-aspartate oxidase [Source:MGI Symbol;Acc:MGI:1925528]	-0.216072458	0.271204157
ENSMUSG00000026836.15	Acvr1	activin A receptor, type 1 [Source:MGI Symbol;Acc:MGI:87911]	0.485599458	0.271209022
ENSMUSG00000031949.17	Adat1	adenosine deaminase, tRNA-specific 1 [Source:MGI Symbol;Acc:MGI:1353631]	-0.420700755	0.271387765
ENSMUSG00000108752.1	Gm45191	predicted gene 45191 [Source:MGI Symbol;Acc:MGI:5753767]	0.969820202	0.271406301
ENSMUSG00000053091.16	Lins1	lines homolog 1 [Source:MGI Symbol;Acc:MGI:1919885]	0.327985324	0.271599665
ENSMUSG00000028580.15	Pum1	pumilio RNA-binding family member 1 [Source:MGI Symbol;Acc:MGI:1931749]	-0.205032498	0.271671516
ENSMUSG00000036718.17	Micall2	MICAL-like 2 [Source:MGI Symbol;Acc:MGI:2444818]	0.546222346	0.271671516
ENSMUSG00000081738.1	Hmgb1-ps2	high mobility group box 1, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3768537]	-0.349916943	0.27169269
ENSMUSG00000020027.18	Socs2	suppressor of cytokine signaling 2 [Source:MGI Symbol;Acc:MGI:1201787]	0.315270952	0.27170471
ENSMUSG00000044703.5	Phf11a	PHD finger protein 11A [Source:MGI Symbol;Acc:MGI:1918441]	1.480036826	0.27170471
ENSMUSG00000054434.14	Tmem120b	transmembrane protein 120B [Source:MGI Symbol;Acc:MGI:3603158]	0.322592881	0.27170471
ENSMUSG00000049299.14	Trappc1	trafficking protein particle complex 1 [Source:MGI Symbol;Acc:MGI:1098727]	0.270660461	0.271725273
ENSMUSG00000021280.9	Exoc3l4	exocyst complex component 3-like 4 [Source:MGI Symbol;Acc:MGI:1921363]	-0.434317151	0.271878932
ENSMUSG00000041815.13	Poldip3	polymerase (DNA-directed), delta interacting protein 3 [Source:MGI Symbol;Acc:MGI:1921076]	0.229532652	0.271878932
ENSMUSG00000111003.1	AC120394.1		-0.532050681	0.271878932
ENSMUSG00000051499.7	Zfp786	zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]	-0.756879104	0.271898796
ENSMUSG00000041264.16	Uspl1	ubiquitin specific peptidase like 1 [Source:MGI Symbol;Acc:MGI:2442342]	-0.287116669	0.272138868
ENSMUSG00000091421.3	Gm4202	predicted gene 4202 [Source:MGI Symbol;Acc:MGI:3782379]	0.797841025	0.272183273
ENSMUSG00000110411.1	Gm45457	predicted gene 45457 [Source:MGI Symbol;Acc:MGI:5791293]	0.41771295	0.272183273
ENSMUSG00000024055.14	Cyp4f13	cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]	0.39397627	0.272197218
ENSMUSG00000026425.15	Srgap2	SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]	0.20480567	0.272271595
ENSMUSG00000072387.3	Gm10356	predicted gene 10356 [Source:MGI Symbol;Acc:MGI:3641761]	-1.655812984	0.2723656
ENSMUSG00000026933.17	Camsap1	calmodulin regulated spectrin-associated protein 1 [Source:MGI Symbol;Acc:MGI:3036242]	-0.245164846	0.272401703
ENSMUSG00000015711.8	Prune1	prune exopolyphosphatase [Source:MGI Symbol;Acc:MGI:1925152]	0.391320099	0.272621111
ENSMUSG00000060166.5	Zdhhc8	zinc finger, DHHC domain containing 8 [Source:MGI Symbol;Acc:MGI:1338012]	-0.249222589	0.272621111
ENSMUSG00000099858.1	Gm6652	predicted gene 6652 [Source:MGI Symbol;Acc:MGI:3647244]	-1.031095423	0.272621111
ENSMUSG00000103624.1	Gm3081	predicted gene 3081 [Source:MGI Symbol;Acc:MGI:3781258]	-0.466755267	0.272694053
ENSMUSG00000040842.17	Szrd1	SUZ RNA binding domain containing 1 [Source:MGI Symbol;Acc:MGI:1098672]	-0.198090821	0.272836087
ENSMUSG00000034329.16	Brip1	BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]	0.771530179	0.272884799
ENSMUSG00000063849.6	Ppcdc	phosphopantothenoylcysteine decarboxylase [Source:MGI Symbol;Acc:MGI:1914062]	0.278907669	0.272886061
ENSMUSG00000065208.1	Gm24616	predicted gene, 24616 [Source:MGI Symbol;Acc:MGI:5454393]	-0.688569541	0.272928045
ENSMUSG00000027244.14	Atg13	autophagy related 13 [Source:MGI Symbol;Acc:MGI:1196429]	0.282118535	0.273162718
ENSMUSG00000038256.15	Bcl9	B cell CLL/lymphoma 9 [Source:MGI Symbol;Acc:MGI:1924828]	-0.40690788	0.273180845
ENSMUSG00000001467.5	Cyp51	cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]	0.299991728	0.273504133
ENSMUSG00000021114.9	Atp6v1d	ATPase, H+ transporting, lysosomal V1 subunit D [Source:MGI Symbol;Acc:MGI:1921084]	0.287021797	0.273810851
ENSMUSG00000051339.10	2900026A02Rik	RIKEN cDNA 2900026A02 gene [Source:MGI Symbol;Acc:MGI:1920194]	0.34148371	0.273837389
ENSMUSG00000000266.11	Mid2	midline 2 [Source:MGI Symbol;Acc:MGI:1344333]	0.315000521	0.273880204
ENSMUSG00000014763.7	Fam120b	family with sequence similarity 120, member B [Source:MGI Symbol;Acc:MGI:1914794]	-0.264631124	0.273880204
ENSMUSG00000051098.5	Mblac2	metallo-beta-lactamase domain containing 2 [Source:MGI Symbol;Acc:MGI:1920102]	-0.332436133	0.273880204
ENSMUSG00000107937.1	Gm44200	predicted gene, 44200 [Source:MGI Symbol;Acc:MGI:5690592]	-0.829613907	0.273880204
ENSMUSG00000086920.1	Gm12207	predicted gene 12207 [Source:MGI Symbol;Acc:MGI:3702399]	-0.818450577	0.273881929
ENSMUSG00000032119.5	Hinfp	histone H4 transcription factor [Source:MGI Symbol;Acc:MGI:2429620]	-0.261753154	0.274070444
ENSMUSG00000037134.17	Prmt9	protein arginine methyltransferase 9 [Source:MGI Symbol;Acc:MGI:2142651]	0.341407147	0.274283322
ENSMUSG00000028467.15	Gba2	glucosidase beta 2 [Source:MGI Symbol;Acc:MGI:2654325]	-0.281393478	0.27434106
ENSMUSG00000002731.6	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator [Source:MGI Symbol;Acc:MGI:1344375]	-0.296562811	0.274382823
ENSMUSG00000039131.15	Gipc2	GIPC PDZ domain containing family, member 2 [Source:MGI Symbol;Acc:MGI:1889209]	0.6054456	0.274438444
ENSMUSG00000022195.6	6030458C11Rik	RIKEN cDNA 6030458C11 gene [Source:MGI Symbol;Acc:MGI:1925127]	0.271460873	0.274453193
ENSMUSG00000097047.1	1110020A21Rik	RIKEN cDNA 1110020A21 gene [Source:MGI Symbol;Acc:MGI:1915781]	-0.938632231	0.274453193
ENSMUSG00000015133.17	Lrrk1	leucine-rich repeat kinase 1 [Source:MGI Symbol;Acc:MGI:2142227]	0.262809208	0.274464381
ENSMUSG00000066324.2	Impad1	inositol monophosphatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915720]	-0.209204775	0.274897851
ENSMUSG00000003527.8	Dgcr14	DiGeorge syndrome critical region gene 14 [Source:MGI Symbol;Acc:MGI:107854]	0.278231747	0.274913461
ENSMUSG00000020072.15	Pbld2	phenazine biosynthesis-like protein domain containing 2 [Source:MGI Symbol;Acc:MGI:1914557]	-0.77109326	0.274913461
ENSMUSG00000025155.15	Dus1l	dihydrouridine synthase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915980]	0.26124268	0.274913461
ENSMUSG00000041423.16	Paqr6	progestin and adipoQ receptor family member VI [Source:MGI Symbol;Acc:MGI:1916207]	1.347504634	0.274913461
ENSMUSG00000021198.16	Unc79	unc-79 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2684729]	1.525024796	0.274937016
ENSMUSG00000074171.2	Gm6658	predicted gene 6658 [Source:MGI Symbol;Acc:MGI:3645470]	-0.84801737	0.274961669
ENSMUSG00000083170.1	Gm14405	predicted gene 14405 [Source:MGI Symbol;Acc:MGI:3649815]	-1.306816979	0.274971873
ENSMUSG00000002455.14	Prpf6	pre-mRNA splicing factor 6 [Source:MGI Symbol;Acc:MGI:1922946]	0.219642926	0.275141574
ENSMUSG00000073412.6	Lst1	leukocyte specific transcript 1 [Source:MGI Symbol;Acc:MGI:1096324]	0.912661167	0.275361898
ENSMUSG00000085786.1	Gm15987	predicted gene 15987 [Source:MGI Symbol;Acc:MGI:3801849]	2.024193185	0.275451615
ENSMUSG00000022177.8	Haus4	HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]	0.58674226	0.275481131
ENSMUSG00000018442.13	Derl2	Der1-like domain family, member 2 [Source:MGI Symbol;Acc:MGI:2151483]	-0.25172138	0.275941799
ENSMUSG00000077345.1	Snord70	small nucleolar RNA, C/D box 70 [Source:MGI Symbol;Acc:MGI:3819553]	1.942124494	0.275953323
ENSMUSG00000110697.1	Gm45802	predicted gene 45802 [Source:MGI Symbol;Acc:MGI:5804917]	1.254855324	0.275983434
ENSMUSG00000091455.4	Otogl	otogelin-like [Source:MGI Symbol;Acc:MGI:3647600]	-1.384855393	0.276137716
ENSMUSG00000015085.8	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2 [Source:MGI Symbol;Acc:MGI:1096863]	-0.400401619	0.276209006
ENSMUSG00000029004.15	Kmt2e	lysine (K)-specific methyltransferase 2E [Source:MGI Symbol;Acc:MGI:1924825]	-0.223920047	0.276209006
ENSMUSG00000041445.8	Mmrn2	multimerin 2 [Source:MGI Symbol;Acc:MGI:2385618]	0.309967133	0.276228927
ENSMUSG00000069539.11	Scyl2	SCY1-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1289172]	0.207278268	0.276587869
ENSMUSG00000003438.17	Timm50	translocase of inner mitochondrial membrane 50 [Source:MGI Symbol;Acc:MGI:1913775]	0.281177528	0.276602809
ENSMUSG00000079444.9	Gm21981	predicted gene 21981 [Source:MGI Symbol;Acc:MGI:5439450]	-1.682505473	0.276678112
ENSMUSG00000001166.17	Oas1c	2'-5' oligoadenylate synthetase 1C [Source:MGI Symbol;Acc:MGI:2149633]	0.829691915	0.276754655
ENSMUSG00000003269.17	Cyth2	cytohesin 2 [Source:MGI Symbol;Acc:MGI:1334255]	0.254847974	0.276754655
ENSMUSG00000108137.1	Gm44053	predicted gene, 44053 [Source:MGI Symbol;Acc:MGI:5690445]	-0.807365013	0.27688794
ENSMUSG00000021741.3	Gm5457	predicted pseudogene 5457 [Source:MGI Symbol;Acc:MGI:3646665]	-1.550392588	0.276992281
ENSMUSG00000029127.15	Zbtb49	zinc finger and BTB domain containing 49 [Source:MGI Symbol;Acc:MGI:1922329]	-0.374585641	0.277042619
ENSMUSG00000097048.7	1600020E01Rik	RIKEN cDNA 1600020E01 gene [Source:MGI Symbol;Acc:MGI:1919262]	-0.400086134	0.277042619
ENSMUSG00000039067.5	Psmd7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:MGI Symbol;Acc:MGI:1351511]	0.28451829	0.277126483
ENSMUSG00000051951.5	Xkr4	X-linked Kx blood group related 4 [Source:MGI Symbol;Acc:MGI:3528744]	0.811491598	0.277126483
ENSMUSG00000009575.14	Cbx5	chromobox 5 [Source:MGI Symbol;Acc:MGI:109372]	-0.172988039	0.277209379
ENSMUSG00000052949.14	Rnf157	ring finger protein 157 [Source:MGI Symbol;Acc:MGI:2442484]	0.394398158	0.277209379
ENSMUSG00000071072.12	Ptges3	prostaglandin E synthase 3 (cytosolic) [Source:MGI Symbol;Acc:MGI:1929282]	0.227282447	0.277209379
ENSMUSG00000087698.1	Gm13031	predicted gene 13031 [Source:MGI Symbol;Acc:MGI:3702680]	-1.857126601	0.277209379
ENSMUSG00000103261.1	Gm36981	predicted gene, 36981 [Source:MGI Symbol;Acc:MGI:5610209]	-1.799962602	0.277311452
ENSMUSG00000053600.7	Zfp472	zinc finger protein 472 [Source:MGI Symbol;Acc:MGI:2385049]	-0.489571275	0.277534629
ENSMUSG00000090035.3	Galnt4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 [Source:MGI Symbol;Acc:MGI:894692]	0.34339557	0.277636125
ENSMUSG00000097162.2	2310010J17Rik	RIKEN cDNA 2310010J17 gene [Source:MGI Symbol;Acc:MGI:1925579]	-0.616392405	0.277721983
ENSMUSG00000054342.8	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:MGI Symbol;Acc:MGI:1277957]	1.131526035	0.277810121
ENSMUSG00000024274.8	Zscan30	zinc finger and SCAN domain containing 30 [Source:MGI Symbol;Acc:MGI:2685600]	-0.900874852	0.277926739
ENSMUSG00000042719.17	Naa25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:MGI Symbol;Acc:MGI:2442563]	0.283451822	0.277926739
ENSMUSG00000020774.9	Aspa	aspartoacylase [Source:MGI Symbol;Acc:MGI:87914]	-0.627643578	0.277941146
ENSMUSG00000021922.15	Itih4	inter alpha-trypsin inhibitor, heavy chain 4 [Source:MGI Symbol;Acc:MGI:109536]	0.758299426	0.277941146
ENSMUSG00000031293.13	Rs1	retinoschisis (X-linked, juvenile) 1 (human) [Source:MGI Symbol;Acc:MGI:1336189]	-1.426351764	0.277941146
ENSMUSG00000049709.4	Nlrp10	NLR family, pyrin domain containing 10 [Source:MGI Symbol;Acc:MGI:2444084]	-0.326604094	0.277941146
ENSMUSG00000072571.2	Tmem253	transmembrane protein 253 [Source:MGI Symbol;Acc:MGI:3588246]	-1.282772139	0.278082972
ENSMUSG00000081583.1	Gm14769	predicted gene 14769 [Source:MGI Symbol;Acc:MGI:3708088]	-0.660317474	0.278082972
ENSMUSG00000087165.7	2010001A14Rik	RIKEN cDNA 2010001A14 gene [Source:MGI Symbol;Acc:MGI:1923766]	0.844888897	0.278082972
ENSMUSG00000097292.2	A230107N01Rik	RIKEN cDNA A230107N01 gene [Source:MGI Symbol;Acc:MGI:2445042]	-1.301224414	0.278082972
ENSMUSG00000024797.12	Vps51	VPS51 GARP complex subunit [Source:MGI Symbol;Acc:MGI:1915755]	0.261494997	0.278111159
ENSMUSG00000047284.14	Neurl4	neuralized E3 ubiquitin protein ligase 4 [Source:MGI Symbol;Acc:MGI:1921092]	-0.199263207	0.278359043
ENSMUSG00000001248.15	Gramd1a	GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490]	0.290640545	0.278411146
ENSMUSG00000035521.13	Gnptg	N-acetylglucosamine-1-phosphotransferase, gamma subunit [Source:MGI Symbol;Acc:MGI:2147006]	0.358900415	0.278411146
ENSMUSG00000045435.9	Tmem60	transmembrane protein 60 [Source:MGI Symbol;Acc:MGI:2673965]	-0.334069437	0.278442177
ENSMUSG00000032841.15	Prr5l	proline rich 5 like [Source:MGI Symbol;Acc:MGI:1919696]	0.630408145	0.27869422
ENSMUSG00000097084.1	Foxl1	forkhead box L1 [Source:MGI Symbol;Acc:MGI:1347469]	1.685415284	0.27869422
ENSMUSG00000037815.6	Ctnna1	catenin (cadherin associated protein), alpha 1 [Source:MGI Symbol;Acc:MGI:88274]	0.248428981	0.278840682
ENSMUSG00000111380.1	AC125321.1		1.579907831	0.278840682
ENSMUSG00000023938.7	Aars2	alanyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:2681839]	-0.339016969	0.27897167
ENSMUSG00000022494.13	Shisa9	shisa family member 9 [Source:MGI Symbol;Acc:MGI:1919805]	-1.678602134	0.279034477
ENSMUSG00000037960.11	Card19	caspase recruitment domain family, member 19 [Source:MGI Symbol;Acc:MGI:1915730]	-0.226273212	0.279034477
ENSMUSG00000005615.14	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform [Source:MGI Symbol;Acc:MGI:88557]	0.187646116	0.279068699
ENSMUSG00000044199.6	S1pr4	sphingosine-1-phosphate receptor 4 [Source:MGI Symbol;Acc:MGI:1333809]	-0.957959645	0.279152216
ENSMUSG00000024887.9	Asah2	N-acylsphingosine amidohydrolase 2 [Source:MGI Symbol;Acc:MGI:1859310]	-0.218693247	0.279170314
ENSMUSG00000032497.16	Lrrfip2	leucine rich repeat (in FLII) interacting protein 2 [Source:MGI Symbol;Acc:MGI:1918518]	-0.208823744	0.279170314
ENSMUSG00000060063.9	Alox5ap	arachidonate 5-lipoxygenase activating protein [Source:MGI Symbol;Acc:MGI:107505]	0.465167319	0.279215219
ENSMUSG00000020156.16	Mum1	melanoma associated antigen (mutated) 1 [Source:MGI Symbol;Acc:MGI:1915364]	-0.302092291	0.27929037
